condition,variant,method,k,profile_id,name,gender,birth_year,cultural_background,hometown,life_events,rank,song,artist,year,relevance_reason,biographical_precision_1_5,cultural_appropriateness_1_5,notes
C_bm25_k30,C,bm25,30,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,6,"Working My Way Back To You/Forgive Me, Girl",The Spinners,1980,This song's themes of reconciliation and perseverance could resonate with Elena's journey as a single parent and business owner.,,,
C_bm25_k30,C,bm25,30,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,7,Rainy Night In Georgia/Rubberneckin',Brook Benton,1970,"A classic from the early 70s, this song might remind Elena of her early years as a seamstress and young mother.",,,
C_bm25_k30,C,bm25,30,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,8,Come See About Me,The Supremes,1964,This Motown classic might connect with Elena's cultural background and evoke memories from her teenage years.,,,
C_bm25_k30,C,bm25,30,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,9,Rainy Day Women #12 & 35,Bob Dylan,1966,This song by Bob Dylan was popular during Elena's late teenage years and might remind her of the cultural changes of the 60s.,,,
C_bm25_k30,C,bm25,30,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,10,1-2-3,Len Barry,1965,"A hit during Elena's teenage years, this song might evoke memories of her youth and early social experiences.",,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",1,Love Will Keep Us Together,The Captain & Tennille,1975,"This song was a major hit during the year Ngo Thi Pham immigrated to the US, marking a significant life transition.",,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",2,We're An American Band,Grand Funk,1973,"Reflects the American culture Ngo Thi Pham embraced after immigrating, and was popular during her early years in the US.",,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",3,Brand New Key,Melanie,1972,"A nostalgic song from the early 1970s, during Ngo Thi Pham's reminiscence bump, likely familiar and comforting.",,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",4,Theme From S.W.A.T.,Rhythm Heritage,1976,This upbeat and popular TV theme song from the mid-70s could evoke memories of American pop culture during Ngo Thi Pham's adaptation period.,,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",5,Way Down Yonder In New Orleans,Freddie Cannon,1960,"Connects to Ngo Thi Pham's hometown, New Orleans, offering a sense of place and belonging.",,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",6,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,A romantic song that could resonate with Ngo Thi Pham's marriage to Quang in 1982.,,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",7,"Somewhere Out There (From ""An American Tail"")",Linda Ronstadt & James Ingram,1987,"A song about longing and connection, relevant to Ngo Thi Pham's immigrant experience and family ties.",,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",8,Come See About Me,The Supremes,1964,"A classic Motown hit that would have been popular during Ngo Thi Pham's younger years, possibly familiar from her early days in the US.",,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",9,The Battle Of New Orleans,Johnny Horton,1959,"A historical song that connects to Ngo Thi Pham's hometown, providing a cultural link to New Orleans.",,,
C_bm25_k30,C,bm25,30,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",10,Nothing's Gonna Stop Us Now,Starship,1987,"An empowering anthem that aligns with Ngo Thi Pham's resilience and achievements, like opening her own tailoring shop.",,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,1,Saturday In The Park,Chicago,1972,"This song is by a band named after Fernando's hometown, Chicago, and was popular during his reminiscence bump. It evokes the lively atmosphere of city parks, which might remind him of his early years in Chicago.",,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,2,(You're My) Soul And Inspiration,The Righteous Brothers,1966,"Released the same year Fernando moved to Chicago, this song could remind him of the significant life change and the love he shared with his high school sweetheart, whom he married shortly after.",,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,3,Theme From Shaft,Isaac Hayes,1972,"This iconic song from the early 70s reflects the vibrant cultural scene Fernando would have experienced in Chicago, connecting to his Dominican American background through its soulful sound.",,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,4,We're An American Band,Grand Funk,1973,"This song captures the spirit of American pride and unity, resonating with Fernando's involvement in local church activities and community life.",,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,5,Just You 'n' Me,Chicago,1973,"Another song by Chicago, it reinforces Fernando's connection to his hometown and the personal relationships he built there.",,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,6,Mama's Pearl,Jackson 5,1971,"The Jackson 5 were popular during Fernando's reminiscence bump, and their music might remind him of family gatherings and the joy of community events.",,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,7,"You're The First, The Last, My Everything",Barry White,1975,This romantic song could evoke memories of Fernando's marriage and the deep connection he felt with his wife.,,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,8,Freddie's Dead (Theme From 'Superfly'),Curtis Mayfield,1972,"Curtis Mayfield's music, rooted in Chicago, reflects the social and cultural environment Fernando was part of during his early years in the city.",,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,9,"Baby, What A Big Surprise",Chicago,1977,"This song by Chicago could remind Fernando of the surprises and changes in life, such as his career shift to becoming a bus driver.",,,
C_bm25_k30,C,bm25,30,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,10,1-2-3,Len Barry,1965,"This upbeat song was popular just before Fernando moved to Chicago, potentially reminding him of his youth and anticipation for the future.",,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,1,We Can Work It Out,The Beatles,1966,"This song was released during Dolores's active years in the church choir and community volunteering, potentially resonating with her memories of teamwork and community spirit.",,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,2,Rainy Day Women #12 & 35,Bob Dylan,1966,"Released in the mid-60s, this song could evoke memories of Dolores's vibrant community involvement and the cultural shifts of the era.",,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,3,Boogie On Reggae Woman,Stevie Wonder,1975,"Stevie Wonder's music was popular during the time Dolores was organizing cultural events, like the 'Day of the Dead' celebration, connecting her to joyful memories.",,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,4,Love Will Keep Us Together,The Captain & Tennille,1975,"This song emphasizes themes of love and togetherness, which may resonate with Dolores's memories of her marriage and community ties.",,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,5,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,"This song may remind Dolores of her wedding and early married life, connecting her to personal memories of love and companionship.",,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,6,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,A romantic song that could remind Dolores of her own wedding and the early years of her marriage.,,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,7,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,1959,"This song might resonate with Dolores's involvement in the church choir, evoking spiritual and community memories.",,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,8,Catch Us If You Can,The Dave Clark Five,1965,"Released during Dolores's active years, this upbeat song could evoke memories of her vibrant social life and community activities.",,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,9,Keep On Dancing,The Gentrys,1965,"An energetic song from Dolores's reminiscence bump, potentially reminding her of social gatherings and dances.",,,
C_bm25_k30,C,bm25,30,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,10,Down On The Corner/Fortunate Son,Creedence Clearwater Revival,1970,"This song might connect Dolores to the cultural atmosphere of the 70s, a time when she was actively involved in organizing community events.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,1,"Oh, Pretty Woman",Roy Orbison And The Candy Men,1964,"This song was a major hit during James's teenage years, likely played on the radio during his high school days and social events, making it a strong candidate for reminiscence.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,2,The Cisco Kid,War,1973,"Released the same year James got married, this song could evoke memories of his early married life and the popular music of that time.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,3,Spill The Wine,Eric Burdon And War,1970,"This song was popular around the time James returned from the Vietnam War and began woodworking, potentially evoking memories of this transitional period.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,4,Theme From Shaft,Isaac Hayes,1972,"A popular song from the early 70s, it may remind James of the cultural atmosphere after returning from Vietnam.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,5,We're An American Band,Grand Funk,1973,"Released during the year James got married, this song might bring back memories of celebrations and gatherings from that time.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,6,Keep On Dancing,The Gentrys,1965,"This upbeat song was released shortly after James graduated high school, likely resonating with his youthful energy and optimism.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,7,Rock And Roll Heaven,The Righteous Brothers,1974,"Although released slightly after his reminiscence bump, the song's nostalgic theme may resonate with James's reflections on the past.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,8,Sweet Little Rock And Roller,Chuck Berry,1958,"A classic rock and roll song that James might have enjoyed during his early teenage years, contributing to his musical foundation.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,9,Freddie's Dead (Theme From 'Superfly'),Curtis Mayfield,1972,"This song's release coincides with James's post-war period, potentially reflecting the social changes and personal growth he experienced.",,,
C_bm25_k30,C,bm25,30,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,10,Boogie On Reggae Woman,Stevie Wonder,1975,"Although slightly outside his reminiscence bump, Stevie Wonder's music is universally appealing and may evoke positive emotions and memories.",,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,1,For Once In My Life,Stevie Wonder,1969,"This song was popular during Robert's early years as a truck driver, a new chapter in his life after leaving the coal mines. Its uplifting message may resonate with his sense of resilience and new beginnings.",,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,2,Saturday In The Park,Chicago,1972,"Released during the time Robert purchased his first home, this song's themes of leisure and enjoyment might evoke positive memories of settling into a new life stage.",,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,3,Boogie On Reggae Woman,Stevie Wonder,1975,"This song aligns with Robert's cultural background and was popular in the mid-1970s, a time when he was likely enjoying life in his new home.",,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,4,Theme From Shaft,Isaac Hayes,1972,"A hit during Robert's reminiscence bump, this song's iconic sound might remind him of the vibrant cultural shifts of the early 70s.",,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,5,Come See About Me,The Supremes,1964,This song was popular when Robert was working in the coal mines and may remind him of the social and musical atmosphere of the time.,,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,6,Crying In The Chapel,Elvis Presley With The Jordanaires,1965,"Elvis Presley was a significant cultural icon during Robert's youth, and this song might evoke memories of community and spirituality.",,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,7,Keep On Dancing,The Gentrys,1965,"A lively track from Robert's early twenties, this song might bring back memories of youthful energy and social gatherings.",,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,8,Sweet Little Rock And Roller,Chuck Berry,1958,"Though slightly before his reminiscence bump, Chuck Berry's music was foundational to rock and roll, a genre that shaped Robert's teenage years.",,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,9,Where Were You (On Our Wedding Day)?,Lloyd Price,1959,This song's playful take on wedding themes might evoke memories of significant personal relationships in Robert's life.,,,
C_bm25_k30,C,bm25,30,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,10,Seasons In The Sun,Terry Jacks,1974,A reflective song from the mid-70s that might resonate with Robert's experiences of change and nostalgia during that period.,,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,1,We Can Work It Out,The Beatles,1966,"This song is from the patient's reminiscence bump and The Beatles were extremely popular during the 1960s, a period when Pauline was settling into her life in New York and starting a family.",,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,2,Way Down Yonder In New Orleans,Freddie Cannon,1960,"This song connects to the cultural background of the patient as New Orleans has a rich history of Haitian influence and music, which might resonate with Pauline's Haitian American heritage.",,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,3,Catch Us If You Can,The Dave Clark Five,1965,"Released during the height of the British Invasion, this song would have been popular when Pauline was working and raising her young family, capturing the energetic spirit of the era.",,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,4,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,"This romantic song may evoke memories of Pauline's own wedding or her relationship with her husband, whom she met through the local Haitian community.",,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,5,Love Will Keep Us Together,The Captain & Tennille,1975,"This song was a hit during the year Pauline became a supervisor at the hotel, marking a significant achievement in her career.",,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,6,Freddie's Dead (Theme From 'Superfly'),Curtis Mayfield,1972,"Curtis Mayfield's music is deeply rooted in African American culture, and this song's release aligns with Pauline's life in New York, a city with a vibrant music scene.",,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,7,Theme From Shaft,Isaac Hayes,1972,This iconic song from a groundbreaking film in African American cinema might resonate with Pauline's cultural background and her life in a diverse city like New York.,,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,8,Brand New Key,Melanie,1972,"This quirky and upbeat song might bring back memories of the early 1970s, a time when Pauline was balancing work and family life.",,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,9,Evergreen (Love Theme From 'A Star Is Born'),Barbra Streisand,1977,"This romantic ballad may evoke emotions related to love and family, themes that are significant in Pauline's life story.",,,
C_bm25_k30,C,bm25,30,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,10,Overkill,Men At Work,1983,"Though slightly outside her reminiscence bump, this song's reflective lyrics might connect with Pauline's later life experiences and the transitions she faced.",,,
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",1,Don't You (Forget About Me),Simple Minds,1985,"This song was a major hit during Rina's early 20s, a time when she was starting her career and getting married. Its themes of connection and memory are poignant for someone experiencing dementia.",,,
C_bm25_k30,C,bm25,30,P220,Rina Patel,Female,1963,Indian American,"Queens, New York","1980: Started work as a sales assistant in a department store | 1985: Married Raj, a software developer she met through family friends | 1986: Gave birth to her first child, Asha | 1990: Began volunteering at a local cultural center | 1991: Organized a series of workshops on Indian classical dance",2,Mad About You,Belinda Carlisle,1986,"Released the same year Rina gave birth to her first child, Asha, this song captures the joy and excitement of new beginnings and family life.",,,
